id_registro,timestamp,id_equipamento,regiao,umidade_solo_pct,inclinacao_lateral_graus,precipitacao_3h_mm,dist_corpo_agua_m,velocidade_kmh,temperatura_c,horas_operacao_dia,score_risco,nivel_risco,alerta_ativo
429,2025-04-13 03:45:00,EQ-013,Soja-PR,38.9,3.1,10.6,671,12.9,35.1,8.9,19,BAIXO,0
430,2025-04-13 04:30:00,EQ-012,Cerrado-MT,66.9,2.0,21.2,170,18.8,23.8,9.5,56,ALTO,1
431,2025-04-13 05:15:00,EQ-014,Cana-SP,60.4,3.5,1.0,230,27.0,34.0,7.8,29,BAIXO,0
432,2025-04-13 06:00:00,EQ-002,Soja-PR,61.1,3.7,7.8,194,14.9,29.0,8.0,34,BAIXO,0
433,2025-04-13 06:45:00,EQ-019,Soja-PR,91.2,0.6,11.9,148,17.9,38.6,11.1,57,ALTO,1
434,2025-04-13 07:30:00,EQ-018,Cana-SP,62.0,3.7,21.2,655,7.2,42.0,12.2,36,MEDIO,0
435,2025-04-13 08:15:00,EQ-003,Milho-GO,48.9,5.0,18.4,673,14.0,37.2,7.6,25,BAIXO,0
436,2025-04-13 09:00:00,EQ-017,Soja-PR,15.9,10.3,3.9,123,6.6,30.9,9.5,34,BAIXO,0
437,2025-04-13 09:45:00,EQ-008,Arroz-RS,51.7,8.6,33.9,286,20.6,41.9,8.5,50,MEDIO,0
438,2025-04-13 10:30:00,EQ-010,Soja-PR,81.1,9.9,1.6,785,23.0,31.6,10.7,43,MEDIO,0
439,2025-04-13 11:15:00,EQ-002,Milho-GO,53.2,0.1,25.0,982,16.7,22.6,8.2,37,MEDIO,0
440,2025-04-13 12:00:00,EQ-019,Milho-GO,10.2,2.0,42.5,213,19.7,27.8,5.1,46,MEDIO,0
441,2025-04-13 12:45:00,EQ-009,Arroz-RS,45.0,8.7,2.3,181,16.0,32.6,11.0,43,MEDIO,0
442,2025-04-13 13:30:00,EQ-007,Soja-PR,74.9,5.3,15.4,98,22.4,33.0,8.4,44,MEDIO,0
443,2025-04-13 14:15:00,EQ-004,Milho-GO,65.9,0.0,0.5,957,18.8,21.2,8.6,30,BAIXO,0
444,2025-04-13 15:00:00,EQ-018,Cana-SP,38.2,13.1,6.2,46,6.1,21.4,9.9,41,MEDIO,0
445,2025-04-13 15:45:00,EQ-013,Cerrado-MT,43.7,11.9,8.7,260,23.6,26.0,9.7,39,MEDIO,0
446,2025-04-13 16:30:00,EQ-011,Cerrado-MT,46.8,6.4,10.4,100,15.7,31.2,9.9,43,MEDIO,0
447,2025-04-13 17:15:00,EQ-004,Cerrado-MT,41.7,0.6,33.0,98,10.4,32.0,5.7,42,MEDIO,0
448,2025-04-13 18:00:00,EQ-004,Soja-PR,14.4,11.6,13.4,156,15.4,28.8,10.1,43,MEDIO,0
449,2025-04-13 18:45:00,EQ-010,Arroz-RS,70.3,7.0,7.9,1500,6.6,23.0,5.2,30,BAIXO,0
450,2025-04-13 19:30:00,EQ-005,Milho-GO,80.1,12.2,19.9,17,10.5,38.4,10.5,64,ALTO,1
451,2025-04-13 20:15:00,EQ-009,Cana-SP,24.6,11.1,36.1,259,18.9,21.6,11.2,44,MEDIO,0
452,2025-04-13 21:00:00,EQ-003,Cana-SP,79.9,13.0,0.3,26,19.4,35.8,6.3,55,ALTO,1
453,2025-04-13 21:45:00,EQ-017,Soja-PR,52.9,5.8,48.6,50,19.8,32.4,9.7,61,ALTO,1
454,2025-04-13 22:30:00,EQ-003,Cerrado-MT,79.5,1.2,1.1,174,18.0,35.7,11.1,43,MEDIO,0
455,2025-04-13 23:15:00,EQ-016,Soja-PR,55.8,8.9,20.2,214,13.8,25.3,8.1,52,MEDIO,0
456,2025-04-14 00:00:00,EQ-004,Arroz-RS,57.7,7.8,3.9,90,17.7,27.1,10.3,37,MEDIO,0
457,2025-04-14 00:45:00,EQ-018,Arroz-RS,62.4,10.8,1.7,114,15.4,28.3,3.4,44,MEDIO,0
458,2025-04-14 01:30:00,EQ-017,Milho-GO,39.2,1.5,7.0,27,8.2,25.1,11.2,35,MEDIO,0
459,2025-04-14 02:15:00,EQ-007,Milho-GO,78.9,1.7,12.4,108,13.4,29.4,9.1,51,MEDIO,0
460,2025-04-14 03:00:00,EQ-005,Arroz-RS,32.6,17.7,5.8,1019,23.3,37.5,8.5,24,BAIXO,0
461,2025-04-14 03:45:00,EQ-012,Arroz-RS,47.0,11.1,0.7,869,27.5,20.2,11.0,27,BAIXO,0
462,2025-04-14 04:30:00,EQ-017,Arroz-RS,65.5,19.1,11.0,122,21.9,24.1,12.5,59,ALTO,1
463,2025-04-14 05:15:00,EQ-013,Soja-PR,44.8,11.4,27.9,254,27.3,23.4,10.0,38,MEDIO,0
464,2025-04-14 06:00:00,EQ-003,Arroz-RS,70.6,7.3,5.8,721,18.5,27.4,12.2,27,BAIXO,0
465,2025-04-14 06:45:00,EQ-009,Cana-SP,82.5,8.5,2.9,10,28.5,27.2,5.9,65,ALTO,1
466,2025-04-14 07:30:00,EQ-017,Cerrado-MT,75.3,17.6,7.0,499,30.3,32.6,10.3,49,MEDIO,0
467,2025-04-14 08:15:00,EQ-017,Arroz-RS,16.3,6.9,0.6,889,7.6,28.2,8.7,16,BAIXO,0
468,2025-04-14 09:00:00,EQ-020,Cerrado-MT,57.5,8.0,20.6,29,19.3,29.8,7.4,62,ALTO,1
469,2025-04-14 09:45:00,EQ-016,Soja-PR,75.6,1.4,21.0,53,18.5,30.4,5.1,61,ALTO,1
470,2025-04-14 10:30:00,EQ-013,Cerrado-MT,28.7,5.1,10.6,971,15.5,29.5,10.2,22,BAIXO,0
471,2025-04-14 11:15:00,EQ-019,Soja-PR,69.5,10.1,5.2,231,21.0,32.2,10.8,42,MEDIO,0
472,2025-04-14 12:00:00,EQ-017,Cana-SP,68.3,2.5,19.3,10,18.2,27.3,11.7,55,ALTO,1
473,2025-04-14 12:45:00,EQ-004,Soja-PR,30.8,1.8,9.7,89,13.6,37.9,11.4,39,MEDIO,0
474,2025-04-14 13:30:00,EQ-012,Soja-PR,71.7,3.0,21.0,179,17.8,42.0,7.5,61,ALTO,1
475,2025-04-14 14:15:00,EQ-009,Milho-GO,60.5,2.2,12.0,354,25.2,32.2,11.6,33,BAIXO,0
476,2025-04-14 15:00:00,EQ-019,Arroz-RS,68.0,1.9,18.4,396,19.1,29.4,11.8,40,MEDIO,0
477,2025-04-14 15:45:00,EQ-012,Arroz-RS,35.7,4.4,11.0,1500,21.8,31.7,8.5,17,BAIXO,0
478,2025-04-14 16:30:00,EQ-009,Cana-SP,58.0,19.1,6.4,102,16.3,21.4,9.1,47,MEDIO,0
479,2025-04-14 17:15:00,EQ-007,Cana-SP,20.9,5.7,38.0,232,20.7,29.1,7.1,29,BAIXO,0
480,2025-04-14 18:00:00,EQ-014,Arroz-RS,10.0,1.7,9.3,229,10.7,23.6,12.0,25,BAIXO,0
481,2025-04-14 18:45:00,EQ-020,Milho-GO,57.8,0.6,11.1,156,15.0,31.1,6.0,43,MEDIO,0
482,2025-04-14 19:30:00,EQ-019,Arroz-RS,77.0,9.5,3.0,56,17.4,23.6,10.1,49,MEDIO,0
483,2025-04-14 20:15:00,EQ-015,Milho-GO,60.1,3.9,11.8,1138,10.3,25.9,7.8,34,BAIXO,0
484,2025-04-14 21:00:00,EQ-016,Cana-SP,53.7,13.8,10.2,576,13.0,16.8,6.8,32,BAIXO,0
485,2025-04-14 21:45:00,EQ-005,Cerrado-MT,51.2,8.6,2.5,207,19.9,21.0,5.3,32,BAIXO,0
486,2025-04-14 22:30:00,EQ-003,Cana-SP,36.1,12.7,0.7,277,18.8,30.1,8.6,31,BAIXO,0
487,2025-04-14 23:15:00,EQ-012,Cana-SP,50.6,2.5,11.1,77,22.8,22.8,6.5,36,MEDIO,0
488,2025-04-15 00:00:00,EQ-020,Soja-PR,63.4,9.4,17.3,235,14.4,34.4,9.1,35,MEDIO,0
489,2025-04-15 00:45:00,EQ-004,Soja-PR,46.3,2.5,8.9,356,18.3,22.3,12.5,35,MEDIO,0
490,2025-04-15 01:30:00,EQ-016,Soja-PR,70.0,22.4,3.1,217,14.0,30.7,9.4,49,MEDIO,0
491,2025-04-15 02:15:00,EQ-007,Soja-PR,58.9,8.1,13.2,1390,22.2,23.4,13.0,33,BAIXO,0
492,2025-04-15 03:00:00,EQ-013,Milho-GO,61.3,3.1,1.0,284,25.1,30.3,7.0,25,BAIXO,0
493,2025-04-15 03:45:00,EQ-010,Arroz-RS,72.8,2.5,7.0,139,20.9,18.8,6.4,44,MEDIO,0
494,2025-04-15 04:30:00,EQ-007,Cerrado-MT,44.5,1.7,2.1,444,24.4,25.3,6.9,19,BAIXO,0
495,2025-04-15 05:15:00,EQ-014,Cana-SP,68.2,9.5,2.4,56,18.2,22.9,8.9,50,MEDIO,0
496,2025-04-15 06:00:00,EQ-005,Milho-GO,47.3,2.0,2.7,146,22.8,33.3,14.0,32,BAIXO,0
497,2025-04-15 06:45:00,EQ-003,Cerrado-MT,61.8,7.2,5.9,128,18.5,30.8,5.7,35,MEDIO,0
498,2025-04-15 07:30:00,EQ-011,Milho-GO,42.1,2.5,0.6,170,11.9,20.6,10.2,36,MEDIO,0
499,2025-04-15 08:15:00,EQ-011,Milho-GO,36.8,8.7,6.1,457,19.5,26.8,7.6,26,BAIXO,0
500,2025-04-15 09:00:00,EQ-018,Cana-SP,56.8,13.5,8.6,199,12.0,23.4,8.6,47,MEDIO,0
501,2025-04-15 09:45:00,EQ-015,Arroz-RS,17.3,12.0,7.9,474,32.0,33.7,6.5,27,BAIXO,0
502,2025-04-15 10:30:00,EQ-012,Soja-PR,49.1,11.4,5.8,258,16.0,35.6,10.8,34,BAIXO,0
503,2025-04-15 11:15:00,EQ-009,Arroz-RS,22.9,1.7,21.9,126,21.9,19.4,8.9,45,MEDIO,0
504,2025-04-15 12:00:00,EQ-010,Cana-SP,70.6,0.7,1.9,498,17.9,33.0,11.2,36,MEDIO,0
505,2025-04-15 12:45:00,EQ-012,Cana-SP,76.0,9.6,8.5,82,10.6,23.1,9.4,56,ALTO,1
506,2025-04-15 13:30:00,EQ-017,Cana-SP,37.7,3.7,0.8,76,6.6,26.5,5.1,29,BAIXO,0
507,2025-04-15 14:15:00,EQ-006,Cerrado-MT,63.6,4.5,0.9,211,22.5,28.2,11.2,28,BAIXO,0
508,2025-04-15 15:00:00,EQ-007,Arroz-RS,73.0,0.3,10.2,91,27.3,38.9,5.0,49,MEDIO,0
509,2025-04-15 15:45:00,EQ-014,Arroz-RS,73.0,2.4,10.0,10,13.6,22.0,5.3,51,MEDIO,0
510,2025-04-15 16:30:00,EQ-013,Milho-GO,59.3,0.3,25.2,313,8.1,33.0,7.2,49,MEDIO,0
511,2025-04-15 17:15:00,EQ-008,Milho-GO,69.7,16.9,9.8,215,16.0,21.0,7.2,58,ALTO,1
512,2025-04-15 18:00:00,EQ-010,Milho-GO,42.0,2.2,38.6,177,12.4,20.6,11.8,41,MEDIO,0
513,2025-04-15 18:45:00,EQ-009,Cana-SP,56.7,6.5,0.6,1023,14.1,28.2,8.7,22,BAIXO,0
514,2025-04-15 19:30:00,EQ-018,Arroz-RS,45.7,0.3,1.2,254,21.7,28.1,11.5,23,BAIXO,0
515,2025-04-15 20:15:00,EQ-002,Cana-SP,40.3,8.8,0.5,597,17.7,11.0,7.9,20,BAIXO,0
516,2025-04-15 21:00:00,EQ-005,Cerrado-MT,55.7,3.1,2.5,45,13.0,35.0,9.6,38,MEDIO,0
517,2025-04-15 21:45:00,EQ-005,Milho-GO,62.0,18.3,9.4,253,21.5,15.2,9.9,47,MEDIO,0
518,2025-04-15 22:30:00,EQ-006,Cana-SP,78.3,17.5,12.4,607,22.0,27.1,10.4,45,MEDIO,0
519,2025-04-15 23:15:00,EQ-019,Cana-SP,60.3,3.1,0.6,262,16.0,36.0,8.1,29,BAIXO,0
520,2025-04-16 00:00:00,EQ-008,Cerrado-MT,67.8,18.5,35.0,380,18.8,41.3,8.2,66,ALTO,1
521,2025-04-16 00:45:00,EQ-016,Soja-PR,68.1,44.5,22.2,140,21.1,25.8,8.4,76,CRITICO,1
522,2025-04-16 01:30:00,EQ-013,Arroz-RS,100.0,14.0,4.2,29,20.6,19.4,5.7,64,ALTO,1
523,2025-04-16 02:15:00,EQ-001,Soja-PR,18.8,14.9,1.0,184,18.2,35.7,8.8,33,BAIXO,0
524,2025-04-16 03:00:00,EQ-020,Milho-GO,41.2,2.3,2.2,151,26.6,33.2,8.2,31,BAIXO,0
525,2025-04-16 03:45:00,EQ-017,Cana-SP,84.5,6.9,1.6,605,21.5,25.1,10.2,34,BAIXO,0
526,2025-04-16 04:30:00,EQ-007,Cerrado-MT,48.0,0.6,1.6,84,15.3,24.3,9.2,38,MEDIO,0
527,2025-04-16 05:15:00,EQ-013,Cerrado-MT,72.7,0.8,8.8,1021,15.3,23.7,11.7,30,BAIXO,0
528,2025-04-16 06:00:00,EQ-004,Arroz-RS,59.6,45.0,3.4,952,14.7,25.9,9.1,39,MEDIO,0
529,2025-04-16 06:45:00,EQ-004,Soja-PR,97.1,3.2,5.3,85,21.8,29.9,7.9,47,MEDIO,0
530,2025-04-16 07:30:00,EQ-006,Arroz-RS,32.7,11.0,54.7,128,14.3,24.6,9.1,57,ALTO,1
531,2025-04-16 08:15:00,EQ-019,Cana-SP,79.4,13.1,13.8,678,15.5,25.4,10.4,43,MEDIO,0
532,2025-04-16 09:00:00,EQ-012,Arroz-RS,90.0,15.6,35.7,1020,24.3,31.8,5.5,65,ALTO,1
533,2025-04-16 09:45:00,EQ-007,Cerrado-MT,34.7,45.0,1.8,176,19.1,19.1,7.6,49,MEDIO,0
534,2025-04-16 10:30:00,EQ-010,Cerrado-MT,70.7,2.2,5.8,116,25.2,25.7,7.6,35,MEDIO,0
535,2025-04-16 11:15:00,EQ-019,Milho-GO,35.7,0.3,9.7,224,22.8,17.9,9.8,28,BAIXO,0
536,2025-04-16 12:00:00,EQ-007,Milho-GO,55.6,4.2,1.0,349,10.9,28.7,10.1,30,BAIXO,0
537,2025-04-16 12:45:00,EQ-003,Cana-SP,49.9,1.1,0.1,96,17.4,16.4,9.2,44,MEDIO,0
538,2025-04-16 13:30:00,EQ-013,Soja-PR,10.0,0.2,13.3,400,23.9,33.3,4.0,26,BAIXO,0
539,2025-04-16 14:15:00,EQ-013,Arroz-RS,63.5,3.6,12.3,16,10.7,20.1,5.7,47,MEDIO,0
540,2025-04-16 15:00:00,EQ-018,Cana-SP,57.9,12.3,6.3,15,20.5,17.4,8.5,49,MEDIO,0
541,2025-04-16 15:45:00,EQ-020,Milho-GO,84.6,6.7,8.1,146,17.8,25.8,8.0,56,ALTO,1
542,2025-04-16 16:30:00,EQ-008,Arroz-RS,67.2,3.0,6.4,131,7.5,38.3,9.0,47,MEDIO,0
543,2025-04-16 17:15:00,EQ-009,Milho-GO,100.0,8.5,0.3,114,18.7,32.3,8.1,54,MEDIO,0
544,2025-04-16 18:00:00,EQ-007,Arroz-RS,57.1,2.1,4.9,203,13.0,16.5,12.1,27,BAIXO,0
545,2025-04-16 18:45:00,EQ-001,Soja-PR,52.9,0.1,2.3,116,11.0,19.9,4.4,38,MEDIO,0
546,2025-04-16 19:30:00,EQ-003,Cana-SP,51.3,11.6,1.2,64,18.1,25.6,9.6,42,MEDIO,0
547,2025-04-16 20:15:00,EQ-013,Arroz-RS,46.2,7.8,37.7,111,6.4,41.4,10.7,53,MEDIO,0
548,2025-04-16 21:00:00,EQ-017,Cerrado-MT,10.8,11.5,11.0,1106,14.0,22.4,10.4,26,BAIXO,0
549,2025-04-16 21:45:00,EQ-001,Cerrado-MT,50.6,0.3,15.7,159,33.3,22.4,10.6,45,MEDIO,0
550,2025-04-16 22:30:00,EQ-006,Arroz-RS,13.6,14.5,4.5,176,21.9,37.2,10.9,31,BAIXO,0
551,2025-04-16 23:15:00,EQ-006,Arroz-RS,64.0,7.7,6.0,258,12.7,29.2,7.8,23,BAIXO,0
552,2025-04-17 00:00:00,EQ-012,Arroz-RS,30.2,6.6,3.2,1228,26.4,34.3,6.8,19,BAIXO,0
553,2025-04-17 00:45:00,EQ-013,Cerrado-MT,37.1,7.8,1.2,83,12.0,23.6,4.9,30,BAIXO,0
554,2025-04-17 01:30:00,EQ-013,Cerrado-MT,41.6,16.0,2.4,343,14.7,27.4,8.3,38,MEDIO,0
555,2025-04-17 02:15:00,EQ-015,Arroz-RS,50.9,7.1,19.2,378,11.1,35.9,7.4,34,BAIXO,0
556,2025-04-17 03:00:00,EQ-016,Milho-GO,55.1,7.0,13.6,280,19.5,27.1,11.3,33,BAIXO,0
557,2025-04-17 03:45:00,EQ-011,Milho-GO,76.7,37.4,9.5,28,26.2,34.7,8.4,74,ALTO,1
558,2025-04-17 04:30:00,EQ-005,Soja-PR,43.4,11.3,7.7,339,12.0,30.3,6.9,27,BAIXO,0
559,2025-04-17 05:15:00,EQ-004,Cana-SP,64.6,4.7,30.7,20,5.6,21.8,6.6,61,ALTO,1
560,2025-04-17 06:00:00,EQ-003,Milho-GO,100.0,9.8,0.9,272,24.5,27.9,13.0,49,MEDIO,0
561,2025-04-17 06:45:00,EQ-019,Cerrado-MT,62.5,3.9,4.0,404,27.3,33.9,9.0,30,BAIXO,0
562,2025-04-17 07:30:00,EQ-020,Milho-GO,51.4,2.1,5.2,71,6.0,32.0,7.4,37,MEDIO,0
563,2025-04-17 08:15:00,EQ-018,Soja-PR,39.4,7.3,18.3,553,20.8,27.8,9.2,18,BAIXO,0
564,2025-04-17 09:00:00,EQ-015,Soja-PR,51.1,21.1,58.7,10,19.4,16.6,12.8,80,CRITICO,1
565,2025-04-17 09:45:00,EQ-009,Cana-SP,37.3,21.2,3.3,557,13.3,17.2,8.2,29,BAIXO,0
566,2025-04-17 10:30:00,EQ-017,Milho-GO,60.4,3.3,24.9,185,9.6,18.5,10.4,49,MEDIO,0
567,2025-04-17 11:15:00,EQ-014,Cerrado-MT,57.1,6.0,21.3,74,24.0,24.9,11.4,56,ALTO,1
568,2025-04-17 12:00:00,EQ-015,Cerrado-MT,11.8,1.9,3.1,43,19.1,25.7,5.2,38,MEDIO,0
569,2025-04-17 12:45:00,EQ-001,Arroz-RS,54.6,43.5,6.1,919,19.5,19.1,7.7,41,MEDIO,0
570,2025-04-17 13:30:00,EQ-003,Cerrado-MT,76.5,31.8,6.3,23,14.3,34.1,11.1,72,ALTO,1
571,2025-04-17 14:15:00,EQ-016,Cana-SP,47.0,8.4,45.9,67,13.2,20.4,7.6,63,ALTO,1
572,2025-04-17 15:00:00,EQ-011,Cana-SP,41.9,13.1,2.4,128,3.3,19.8,9.8,41,MEDIO,0
573,2025-04-17 15:45:00,EQ-012,Cerrado-MT,27.4,10.0,19.3,290,16.6,28.5,7.5,34,BAIXO,0
574,2025-04-17 16:30:00,EQ-010,Cerrado-MT,17.8,7.2,4.9,236,26.6,33.8,8.1,28,BAIXO,0
575,2025-04-17 17:15:00,EQ-016,Arroz-RS,71.6,0.4,15.8,40,12.7,40.3,7.9,53,MEDIO,0
576,2025-04-17 18:00:00,EQ-008,Cerrado-MT,51.4,4.9,6.5,103,8.9,31.5,10.3,35,MEDIO,0
577,2025-04-17 18:45:00,EQ-006,Arroz-RS,70.4,9.0,10.4,82,20.6,37.5,9.4,53,MEDIO,0
578,2025-04-17 19:30:00,EQ-012,Arroz-RS,85.6,9.1,21.4,72,21.7,20.7,9.2,69,ALTO,1
579,2025-04-17 20:15:00,EQ-008,Cerrado-MT,73.4,3.7,19.6,159,14.5,41.0,14.0,48,MEDIO,0
580,2025-04-17 21:00:00,EQ-004,Soja-PR,44.2,22.7,24.2,365,15.9,16.8,12.5,47,MEDIO,0
581,2025-04-17 21:45:00,EQ-008,Soja-PR,57.9,1.5,0.7,74,19.6,25.0,5.0,41,MEDIO,0
582,2025-04-17 22:30:00,EQ-018,Arroz-RS,42.7,5.6,14.1,137,17.1,31.4,8.1,40,MEDIO,0
583,2025-04-17 23:15:00,EQ-005,Cerrado-MT,40.8,9.4,1.8,149,24.0,18.4,13.9,37,MEDIO,0
584,2025-04-18 00:00:00,EQ-009,Soja-PR,61.9,9.6,6.5,1125,32.6,22.4,7.9,26,BAIXO,0
585,2025-04-18 00:45:00,EQ-004,Cerrado-MT,38.4,8.4,9.5,928,7.7,21.5,13.2,25,BAIXO,0
586,2025-04-18 01:30:00,EQ-017,Cerrado-MT,10.8,2.6,6.2,483,25.4,26.1,8.1,24,BAIXO,0
587,2025-04-18 02:15:00,EQ-009,Cerrado-MT,37.2,1.4,8.8,83,18.6,36.5,8.5,36,MEDIO,0
588,2025-04-18 03:00:00,EQ-001,Milho-GO,48.9,8.1,68.0,21,26.3,28.1,10.7,69,ALTO,1
589,2025-04-18 03:45:00,EQ-020,Cerrado-MT,85.4,7.3,1.7,114,22.3,25.2,8.8,52,MEDIO,0
590,2025-04-18 04:30:00,EQ-013,Milho-GO,45.2,1.6,13.5,93,18.4,10.7,10.0,44,MEDIO,0
591,2025-04-18 05:15:00,EQ-016,Arroz-RS,65.2,9.8,6.1,212,22.6,30.8,12.1,41,MEDIO,0
592,2025-04-18 06:00:00,EQ-013,Soja-PR,51.6,4.9,1.7,451,15.6,32.7,10.5,25,BAIXO,0
593,2025-04-18 06:45:00,EQ-014,Soja-PR,79.5,8.8,2.1,586,13.4,17.8,9.3,32,BAIXO,0
594,2025-04-18 07:30:00,EQ-003,Soja-PR,78.1,14.5,35.8,559,22.9,27.6,12.3,50,MEDIO,0
595,2025-04-18 08:15:00,EQ-006,Soja-PR,78.5,1.5,25.4,134,12.9,29.2,10.8,64,ALTO,1
596,2025-04-18 09:00:00,EQ-018,Soja-PR,20.3,0.2,28.5,349,21.9,33.8,7.5,32,BAIXO,0
597,2025-04-18 09:45:00,EQ-019,Soja-PR,59.1,12.1,57.3,113,18.2,23.7,13.0,66,ALTO,1
598,2025-04-18 10:30:00,EQ-005,Soja-PR,70.2,7.5,2.8,19,4.0,22.7,10.3,48,MEDIO,0
599,2025-04-18 11:15:00,EQ-015,Arroz-RS,62.6,9.6,5.3,363,14.6,25.3,8.6,32,BAIXO,0
600,2025-04-18 12:00:00,EQ-002,Cerrado-MT,67.7,14.6,13.3,10,20.0,35.7,5.0,65,ALTO,1
601,2025-04-18 12:45:00,EQ-010,Cana-SP,56.2,13.0,7.9,158,15.6,34.3,6.2,41,MEDIO,0
602,2025-04-18 13:30:00,EQ-018,Milho-GO,40.1,25.9,6.5,120,2.7,27.9,12.4,51,MEDIO,0
603,2025-04-18 14:15:00,EQ-013,Cana-SP,21.1,6.1,5.3,355,25.9,34.1,12.5,22,BAIXO,0
604,2025-04-18 15:00:00,EQ-005,Cana-SP,42.1,5.4,10.8,436,19.0,13.8,9.2,25,BAIXO,0
605,2025-04-18 15:45:00,EQ-001,Cerrado-MT,100.0,4.1,10.3,109,20.7,32.7,5.5,59,ALTO,1
606,2025-04-18 16:30:00,EQ-001,Cerrado-MT,45.3,1.3,2.1,501,15.2,21.3,6.8,21,BAIXO,0
607,2025-04-18 17:15:00,EQ-018,Cerrado-MT,15.8,6.8,7.7,104,21.2,38.6,5.8,25,BAIXO,0
608,2025-04-18 18:00:00,EQ-015,Soja-PR,69.7,2.6,9.7,177,29.0,21.6,5.7,47,MEDIO,0
609,2025-04-18 18:45:00,EQ-017,Arroz-RS,72.1,20.3,10.1,390,13.6,22.9,13.1,46,MEDIO,0
610,2025-04-18 19:30:00,EQ-011,Soja-PR,80.7,7.0,2.8,354,28.0,31.4,13.1,43,MEDIO,0
611,2025-04-18 20:15:00,EQ-017,Arroz-RS,64.4,7.2,16.3,1311,20.4,32.0,6.8,31,BAIXO,0
612,2025-04-18 21:00:00,EQ-013,Arroz-RS,71.9,3.5,0.3,77,12.8,25.3,9.0,40,MEDIO,0
613,2025-04-18 21:45:00,EQ-001,Cana-SP,91.8,0.4,5.3,326,31.3,30.2,6.4,44,MEDIO,0
614,2025-04-18 22:30:00,EQ-002,Cana-SP,40.1,0.3,18.2,282,20.3,31.0,9.0,29,BAIXO,0
615,2025-04-18 23:15:00,EQ-009,Arroz-RS,36.1,4.4,10.0,740,22.1,30.4,12.3,19,BAIXO,0
616,2025-04-19 00:00:00,EQ-003,Arroz-RS,33.1,0.7,3.6,51,16.4,25.6,11.2,34,BAIXO,0
617,2025-04-19 00:45:00,EQ-001,Soja-PR,49.7,7.5,14.2,418,13.2,31.0,10.6,33,BAIXO,0
618,2025-04-19 01:30:00,EQ-016,Soja-PR,83.7,17.0,10.1,252,19.0,36.4,8.6,69,ALTO,1
619,2025-04-19 02:15:00,EQ-006,Cana-SP,65.6,17.2,19.1,96,27.5,20.6,11.5,59,ALTO,1
620,2025-04-19 03:00:00,EQ-017,Cerrado-MT,64.8,8.6,15.9,193,16.1,23.0,10.3,47,MEDIO,0
621,2025-04-19 03:45:00,EQ-005,Arroz-RS,18.6,1.9,11.3,122,17.8,28.2,9.8,35,MEDIO,0
622,2025-04-19 04:30:00,EQ-005,Soja-PR,41.1,15.9,8.0,260,26.7,21.7,8.8,41,MEDIO,0
623,2025-04-19 05:15:00,EQ-006,Cana-SP,18.3,17.4,1.7,659,16.2,17.2,9.6,32,BAIXO,0
624,2025-04-19 06:00:00,EQ-003,Soja-PR,78.4,1.8,3.6,253,21.1,34.6,9.6,46,MEDIO,0
625,2025-04-19 06:45:00,EQ-005,Arroz-RS,86.7,10.7,6.5,300,23.3,14.6,7.9,50,MEDIO,0
626,2025-04-19 07:30:00,EQ-005,Arroz-RS,70.6,2.7,11.0,219,16.8,25.6,7.5,42,MEDIO,0
627,2025-04-19 08:15:00,EQ-010,Milho-GO,35.3,13.0,8.7,16,19.9,32.6,7.0,45,MEDIO,0
628,2025-04-19 09:00:00,EQ-010,Cerrado-MT,84.6,45.0,4.1,80,22.0,29.6,7.1,66,ALTO,1
629,2025-04-19 09:45:00,EQ-019,Milho-GO,49.9,0.2,0.1,203,15.6,25.7,8.6,31,BAIXO,0
630,2025-04-19 10:30:00,EQ-017,Cana-SP,30.7,18.2,8.2,111,22.9,21.4,8.3,48,MEDIO,0
631,2025-04-19 11:15:00,EQ-014,Soja-PR,35.7,7.8,4.0,60,14.7,30.1,7.8,37,MEDIO,0
632,2025-04-19 12:00:00,EQ-009,Cana-SP,46.4,29.0,15.9,210,13.9,22.1,7.6,57,ALTO,1
633,2025-04-19 12:45:00,EQ-014,Arroz-RS,56.0,5.0,0.3,117,8.8,29.6,9.6,37,MEDIO,0
634,2025-04-19 13:30:00,EQ-001,Milho-GO,51.8,15.0,10.5,90,15.0,28.8,11.8,57,ALTO,1
635,2025-04-19 14:15:00,EQ-019,Milho-GO,26.7,0.5,34.1,187,13.1,28.9,9.0,45,MEDIO,0
636,2025-04-19 15:00:00,EQ-013,Milho-GO,79.3,3.3,2.3,43,15.6,24.2,8.8,48,MEDIO,0
637,2025-04-19 15:45:00,EQ-013,Cana-SP,52.0,0.6,7.7,788,21.7,40.2,7.1,16,BAIXO,0
638,2025-04-19 16:30:00,EQ-004,Arroz-RS,40.7,29.6,1.2,607,7.6,30.1,8.6,35,MEDIO,0
639,2025-04-19 17:15:00,EQ-001,Soja-PR,77.2,13.6,11.8,369,6.2,26.3,11.4,47,MEDIO,0
640,2025-04-19 18:00:00,EQ-017,Soja-PR,31.3,15.3,9.6,34,13.5,29.6,11.1,55,ALTO,1
641,2025-04-19 18:45:00,EQ-008,Cana-SP,22.4,22.2,6.3,449,20.8,23.4,10.9,32,BAIXO,0
642,2025-04-19 19:30:00,EQ-002,Milho-GO,80.4,0.7,8.8,495,19.7,25.7,10.9,46,MEDIO,0
643,2025-04-19 20:15:00,EQ-008,Cerrado-MT,92.8,3.9,27.2,438,13.4,42.0,9.9,60,ALTO,1
